h,mean,std
0.1,-6.533943841495944,1.6126480906333216
0.2,-4.327297600370652,0.3523715018079259
0.4,-3.8970996932462643,0.06077691785902738
0.8,-3.992702422081915,0.04909307623153262
1.6,-4.323259947695874,0.0470252529410722
3.2,-4.940891757758289,0.04270979093863062
